Country;Country Code;Indicator Name;Indicator Code;Year;PPP
Togo;TGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;189.76502374
Togo;TGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;220.047142465
Thailand;THA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;11.5539311467
Tajikistan;TJK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.0986466782688
Turkmenistan;TKM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.456445526441
Turkmenistan;TKM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;1.17066794979
Trinidad and Tobago;TTO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;2.49845903226
Tunisia;TUN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;0.69972884655
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.055385
Uganda;UGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;1042.08117676
Uruguay;URY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;21.1045780182
Uruguay;URY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;12.8995747421
United States;USA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;1.0
United States;USA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;1.0
United States;USA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;1.0
Uzbekistan;UZB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.00063413101355
Venezuela, RB;VEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.0229055674086
Vietnam;VNM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;1669.26860333
Vietnam;VNM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;2781.0378954
Samoa;WSM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;1.4076707288
South Africa;ZAF;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;6.51958807379
Zambia;ZMB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;0.942335871571
Zimbabwe;ZWE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.370553484245
Aruba;ABW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;1.00782860018
Aruba;ABW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;1.30153919072
Albania;ALB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;35.4245571391
Albania;ALB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;44.4716463051
United Arab Emirates;ARE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;1.09435806546
Armenia;ARM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;121.346787527
Antigua and Barbuda;ATG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;1.76326648278
Azerbaijan;AZE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;0.195776446669
Belgium;BEL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;0.849484
Benin;BEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;209.447193227
Burkina Faso;BFA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;208.757202148
Burkina Faso;BFA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;208.021921764
Bulgaria;BGR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;0.660981412835
Bulgaria;BGR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;0.558289278484
Bahrain;BHR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;0.0955981126606
Bahrain;BHR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.106812900876
Bosnia and Herzegovina;BIH;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;0.675567653145
Belarus;BLR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;1.82737069373e-07
Belize;BLZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.18245615137
Barbados;BRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;2.14560985565
Barbados;BRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.7631393502
Barbados;BRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;1.77383881694
Brunei Darussalam;BRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.336690700367
Brunei Darussalam;BRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.36102242099
Bhutan;BTN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;10.6954522991
Botswana;BWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;3.04091233543
Central African Republic;CAF;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;263.397423179
Canada;CAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;1.221371
Canada;CAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;1.200974
Channel Islands;CHI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
Cote d'Ivoire;CIV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;229.772718521
Cameroon;CMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;238.337268105
Congo, Dem. Rep.;COD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;0.0167475148925
Congo, Rep.;COG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;239.802866706
Colombia;COL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;786.49607065
Comoros;COM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;190.125900269
Cabo Verde;CPV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;55.1863237677
Cabo Verde;CPV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;48.2899335305
Cabo Verde;CPV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;50.5728935641
Curacao;CUW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;1.32146204087
Czech Republic;CZE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;12.70321
Dominica;DMA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;1.96708680871
Denmark;DNK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;7.354846
Dominican Republic;DOM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;21.613275528
Dominican Republic;DOM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;4.75528805031
Dominican Republic;DOM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;7.25692569031
Algeria;DZA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;4.64072510757
Algeria;DZA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;22.1742795759
Egypt, Arab Rep.;EGY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;0.733024610392
Estonia;EST;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.435437
Fiji;FJI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;0.663263610298
Fiji;FJI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.72187966762
Fiji;FJI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.725667927949
Fiji;FJI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.856704341762
Micronesia, Fed. Sts.;FSM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.872477856317
Micronesia, Fed. Sts.;FSM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.863218251609
Gabon;GAB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;292.61092923
Gabon;GAB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;279.765716553
United Kingdom;GBR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.660507
Georgia;GEO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;0.722901880741
Guinea;GIN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;3164.99609375
Guinea;GIN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;676.205877186
Guinea-Bissau;GNB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;224.407043457
Guinea-Bissau;GNB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;14.5500964035
Guinea-Bissau;GNB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;191.793552793
Equatorial Guinea;GNQ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;289.67855835
Equatorial Guinea;GNQ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;134.269375145
Greece;GRC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.532208
Grenada;GRD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;1.64017111056
Guatemala;GTM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;3.88624089138
Guyana;GUY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;101.928627014
Honduras;HND;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;5.83653912208
Honduras;HND;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;2.4038722276
Haiti;HTI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;5.87315296927
Haiti;HTI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;8.92955783421
Hungary;HUN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;132.55351
Hungary;HUN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;118.141282
Indonesia;IDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;3336.99389228
Ireland;IRL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;0.991974
Ireland;IRL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;0.944447
Iraq;IRQ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;557.27947998
Iraq;IRQ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;523.340209961
Iceland;ISL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;88.28279
Italy;ITA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;0.659106
Jamaica;JAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;20.1234322253
Jamaica;JAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;38.7547624487
Japan;JPN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;143.774205
Japan;JPN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;134.363066
Japan;JPN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;115.150066
Kiribati;KIR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;0.963619596386
Kiribati;KIR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.906868195106
St. Kitts and Nevis;KNA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;1.74549585369
Korea, Rep.;KOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;854.585723
Korea, Rep.;KOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;795.055445
Kuwait;KWT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;0.136107636059
Lebanon;LBN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;756.374192921
Lebanon;LBN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;728.851526179
Libya;LBY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.445251104763
St. Lucia;LCA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;1.66812339265
Sri Lanka;LKA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;19.6453635709
Luxembourg;LUX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;0.822397
Luxembourg;LUX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;0.881261
Macao SAR, China;MAC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;2.99626443969
Morocco;MAR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;4.06530697953
Morocco;MAR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;4.03245021942
Moldova;MDA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;1.42660393001
Maldives;MDV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;3.15472396575
Marshall Islands;MHL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;0.865715175147
Malta;MLT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.572379322695
Myanmar;MMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;278.559387207
Montenegro;MNE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;0.349142444485
Mongolia;MNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;837.606224398
Mauritania;MRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;3.71984165526
Mauritania;MRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;3.69289143422
Mauritius;MUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;16.6223602295
Mauritius;MUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;10.164736652
Malawi;MWI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;277.412807983
Malaysia;MYS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;1.56763064861
North America;NAC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
Namibia;NAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;7.11743151547
Niger;NER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;172.601791296
Nigeria;NGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;90.2611846924
Nicaragua;NIC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;3.06732128194
Netherlands;NLD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;0.762769
Norway;NOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;9.059569
Nepal;NPL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;14.0543220383
New Zealand;NZL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;1.448473
Oman;OMN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;0.184847801924
Oman;OMN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.107064283567
Pakistan;PAK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;32.3776473999
Peru;PER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;1.00016186116
Peru;PER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;1.36113860596
Palau;PLW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.765513470642
Palau;PLW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;0.722987813926
Papua New Guinea;PNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;2.0038899594
Papua New Guinea;PNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.726372281109
Papua New Guinea;PNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.45109812554
Puerto Rico;PRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;0.724222896137
Paraguay;PRY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;712.308517071
West Bank and Gaza;PSE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.538125699656
Qatar;QAT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.06286521208
Romania;ROU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;1.60843732245
Russian Federation;RUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;24.297159
Russian Federation;RUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;23.562632
Rwanda;RWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;302.894805908
Rwanda;RWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;88.9639967573
Sudan;SDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.0374366903686
Sudan;SDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.359599130703
Senegal;SEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;221.821148885
Senegal;SEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;223.991384284
Solomon Islands;SLB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;3.84297327982
Solomon Islands;SLB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;4.43497380064
Sierra Leone;SLE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;1975.34399414
Sierra Leone;SLE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;358.769433206
El Salvador;SLV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.46482018196
Serbia;SRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;40.0147393547
Suriname;SUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;1.27208284962
Slovak Republic;SVK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;0.491124
Sweden;SWE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;8.620421
Eswatini;SWZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;3.26242744638
Seychelles;SYC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;7.95909309387
Chad;TCD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;246.884414673
Chad;TCD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;145.159120535
Chad;TCD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;241.249660117
East Asia & Pacific (IDA & IBRD countries);TEA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
Thailand;THA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;12.1896823597
Tajikistan;TJK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;1.56478023529
Tonga;TON;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.867182860863
Tonga;TON;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.885937626634
Tonga;TON;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;1.11920537236
Tonga;TON;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;1.38591188067
Trinidad and Tobago;TTO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;3.26496001948
Trinidad and Tobago;TTO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;3.00877324838
Tunisia;TUN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.536362916616
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.001188
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.414892
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.834589
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;0.903963
Uganda;UGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;487.240103329
Upper middle income;UMC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
Uruguay;URY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;5.97648636827
United States;USA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;1.0
Uzbekistan;UZB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;1432.90717805
Uzbekistan;UZB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;0.00116989775023
Uzbekistan;UZB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;11.5307459451
Uzbekistan;UZB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;107.80489476
Uzbekistan;UZB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;75.2734111423
St. Vincent and the Grenadines;VCT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;1.64995479584
St. Vincent and the Grenadines;VCT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;1.66578708483
Venezuela, RB;VEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.280244092076
Vietnam;VNM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;1122.32689764
Vietnam;VNM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;2878.40589357
Vanuatu;VUT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;107.43799975
Vanuatu;VUT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;99.5263775767
Vanuatu;VUT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;81.7539098539
Samoa;WSM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;1.43007869618
Kosovo;XKX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;0.335353966818
Kosovo;XKX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;0.330215634973
Yemen, Rep.;YEM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;7.32148072706
Yemen, Rep.;YEM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;21.0160987016
Zimbabwe;ZWE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.416492638662
Aruba;ABW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;1.30884277821
Afghanistan;AFG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;10.0743573048
Angola;AGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;2.11214386729e-08
Angola;AGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;10.0339099687
Albania;ALB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;44.5612687476
Albania;ALB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;44.3055461247
Argentina;ARG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;2.25557148373
Argentina;ARG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;0.671283862814
Armenia;ARM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;165.185897827
Antigua and Barbuda;ATG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;1.73910138936
Australia;AUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;1.450156
Australia;AUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;1.365519
Austria;AUT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;0.797081
Austria;AUT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.935415
Burundi;BDI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;287.677922076
Belgium;BEL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;0.927321
Belgium;BEL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;0.86694
Benin;BEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;110.458242445
Benin;BEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;206.458986608
Bangladesh;BGD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;31.4128719206
Bahrain;BHR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;0.18711771071
Bahrain;BHR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.101183616898
Bahrain;BHR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;0.117015591276
Bahamas, The;BHS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.980501639423
Bahamas, The;BHS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.979595100174
Belarus;BLR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.000787084424125
Belize;BLZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;1.18086752434
Bermuda;BMU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.902951758376
Bolivia;BOL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;3.03339672089
Bolivia;BOL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.81056552469
Bolivia;BOL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;1.98717044082
Bolivia;BOL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;2.55013642435
Brazil;BRA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.290164163612
Barbados;BRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;1.86590609007
Brunei Darussalam;BRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.441102188587
Brunei Darussalam;BRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.349185036886
Brunei Darussalam;BRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.6076432753
Botswana;BWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;4.28442955017
Botswana;BWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;4.57505702972
Botswana;BWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;3.65465807915
Canada;CAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;1.215102
Central Europe and the Baltics;CEB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
Switzerland;CHE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;1.971282
Chile;CHL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;257.4139
China;CHN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;1.74669877177
China;CHN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;2.45517335872
Cameroon;CMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;233.364462898
Cameroon;CMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;235.621319275
Congo, Dem. Rep.;COD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;1.72844028263e-08
Congo, Dem. Rep.;COD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;1.14764939912e-05
Congo, Dem. Rep.;COD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;62.5386596842
